startingPoint
1.1431293601235772
1.2104124296509315
1.1312107632498063
1.0921369392840286
1.0548037092978748
1.1324130797288838
1.0674651092059442
1.2486630743496048
1.1721596695502534
1.13629036166086
1.1034329648912111
1.193716838271269
1.1915994526210207
1.1652917718010793
1.2862451222733067
1.1738161468600212
1.1314378917933865
1.2428008877209915
1.0946811335904738
1.1548860455520316
1.2309130295052328
1.2264488948261432
1.0302378199888742
1.1451895464109965
1.2625416059845225
1.1429319134026215
1.159706316539746
1.1304812786040583
1.0485744601871818
1.1278292285862066
1.0634135944498664
1.1564001194585782
1.1188945206653151
1.1387203755237254
1.1591484505888754
1.154188483651123
1.2505954954522045
1.0064316342205228
1.1318133117446445
1.1274571359970584
1.1503546441813535
1.1722184728647136
1.2347476987466637
1.1280692899142435
1.2172177370461335
1.0915694552162882
1.0450426985464607
1.1622755233885582
1.3217613385897986
1.1390581074182906
