X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
1.0729239709830376,1.0540083254291754,1.0035860934504608,1.00958255080147,1.035168259814523,1.0113724582644972,1.041168659485504,1.0490129657567204,1.0625572025145191,1.0621417358870389,1.07188249993216,1.11427933014627,1.116906272499965,1.100483046407141,1.0965660747424837,1.057175462301924,1.0445514417306665,1.0430014269758607,1.0448985656970282,1.0405885700324067,1.1438664189853727,1.1562130139337814,1.1596003709810179,1.1228007182569504,1.1274845737825339,1.1107209200020018,1.1016626448731126,1.1072214528621873,1.0912238217018673,1.092403353909283,1.089740938357983,1.0931521116760239,1.0458859821203244,1.0454042963293904,1.0392688035142963,1.0390983609189646,1.0400546894447031,1.0494314795396904,1.035343280307568,1.0362743327929096,1.021667114774605,1.0490594865713763,1.053227938623224,1.0515369446828848,1.051571842693686,1.0557836729408918,1.0522659460942678,1.0936704988626547,1.0570550617439063,1.0342833272061698,1.0359257781063314,1.0376411315300051,1.0318890382588637,1.050848113530599,1.0511719572193945,1.0510145629218905,1.0544889108340652,1.0520232232785964,1.05225327014086,1.0451231919137791,1.0478590079122998,1.0339404428761976,1.033765129639515,1.0278935794594368,1.0557548718401657,1.0757733728411067,1.0578519756201235,1.065856623250688,1.0653851164300596,1.0672502543733462,1.0725670568413286,1.0765931423928894,1.0750482726459079,1.0873100148797512,1.0845990360599416,1.0749599586056102,1.0895036794712671,1.1143923026287483,1.1191374370367855,1.0904847047193729,1.11071381362278,1.1078066117487357,1.1258317069471768,1.1356041339086222,1.1276299766013502,1.1266452110783527,1.1364973323166223,1.1323841001566592,1.140138280890981,1.1128168143973054,1.1134291966121797,1.072256718119209,1.0517404006807356,1.0470797397087372,1.0098424937639456,0.9914671958909216,0.9928751413599671,0.9778206808394272
1.1135797961383147,1.0897000550138947,0.9780218732827605,0.9597128604426841,0.9739432829609244,0.9518709432276315,0.9840941424593618,0.9931812547423067,0.9937549766072546,1.0027777646814995,1.0011589117445274,1.0351305401321067,1.0355902740900997,1.0311347203114163,1.034631840373534,1.020767736882177,1.0037387688430846,1.0062091119530898,1.0055151882845716,1.0038102281354213,1.130217703168948,1.1259852127380812,1.1189271172936561,1.1465842326159528,1.1430512534633925,1.2060994121575859,1.2196505426910513,1.2655613448305711,1.2375203658628011,1.239700972183609,1.2725286342786664,1.2731346965761665,1.2545640055418767,1.2514835478051223,1.2729237992460434,1.2781371013828895,1.2797958998473897,1.278643244218899,1.2786229424238968,1.2932319467199707,1.263803597578071,1.2586628968249627,1.2585399283106018,1.2600207343458882,1.2607854026982275,1.2634032872926444,1.2575201173980088,1.2819073897410436,1.2841580042863237,1.2787220431224136,1.274339245058629,1.2748144801364198,1.276384541843337,1.2652782346646532,1.2787130552333634,1.2771856288965113,1.2715257196996386,1.266594607644282,1.2652600914647574,1.315949102021163,1.325759279373824,1.319760237988299,1.308975760473247,1.3400056321692093,1.3361702771344264,1.3316522834409126,1.3288053054781754,1.3256593353356272,1.3264770668145762,1.326327759829071,1.3245306844447229,1.3291222612990483,1.3388563399966968,1.3196493692487612,1.3236751248266547,1.343833539848707,1.3254402036201784,1.3398038682186755,1.3354153474675778,1.3033345185303438,1.3028817147757308,1.3081823082004023,1.3015324702571782,1.327717505577546,1.3050483697452797,1.305624579863046,1.311420255556175,1.3181344005929059,1.333656910397543,1.3426841379771117,1.349776499775876,1.3683695953621506,1.3705142421282777,1.3661632885665986,1.347534684334779,1.3528863234077113,1.3480295667101136,1.3705201700917518
1.0425295067456466,1.025965064529764,0.926809645351937,0.924758811476231,0.933807649611064,0.9253468850473925,0.9722740130102849,0.9856948922428126,0.99258425841340725,0.9953065396749888,0.9942388737146854,1.0028700179062426,1.0011255008891338,0.9935357330471039,0.9940739939416269,0.9600176123343978,0.9683189056809296,0.9759313688415802,0.9766635648160502,0.9730808909999088,1.037827311900753,1.0367407798341188,1.036628712039075,1.0089443474828863,1.0175108995741726,1.021927608557662,1.0100922256502187,1.0420416274394166,1.0435978579402683,1.0405896122404006,1.0455175384495488,1.0474766959609678,1.0372237474111519,1.0365866478040435,1.046055471769085,1.0460430611315639,1.0451887007719591,1.0268258815765257,0.9933318152409311,0.989315997368422,0.8890268105246472,0.8876680764679629,0.8889740016836742,0.8933019456020762,0.8810284807429103,0.8766198561551687,0.9079698462098498,0.92770897865072,0.9143968356738856,0.9130944207378727,0.9076395804127764,0.8985540712420044,0.8972798716986407,0.9043456089214419,0.9077570576930869,0.9144886840555358,0.9380019982859004,0.9081786657944751,0.9119461944954265,0.8947767284538977,0.8852115273397008,0.8867215634909856,0.9173117545714705,0.9183147196568014,0.9297880085042367,0.9476167749930258,0.9168114963232497,0.93432352873162,0.9289986450484305,0.9388076772063351,0.9452623653255937,0.927078560704936,0.9338509011194412,0.9373451760603239,0.9491873773326803,0.9457843715395008,0.9200975756650274,0.9229297223127532,0.9289124323431747,0.9938637818943283,1.0218431523679166,1.0196834144712776,1.025084951125293,1.0407970018603723,1.0344282212546052,1.032402472517241,1.009621429352733,1.0044765643682334,1.0043392122394967,1.0216288471316015,1.0131339108967172,0.9992200427454315,1.0205171821282952,1.022229857309023,1.0413311193833128,1.072242734139459,1.0962391861040632,1.0973386775309364
1.131398281102252,1.1177179385896552,1.0434182981882085,1.040346978762668,1.0587077601777937,1.041480379295726,1.0765975272135,1.0834960616737712,1.0908680215251387,1.0904550317149522,1.0861391337468038,1.08848995624149,1.094819482221625,1.087020443510223,1.09082338232494,1.0664835560304573,1.0870288721243027,1.0890661406976938,1.0921744740717079,1.098482476007988,1.1671336033905786,1.164725072793682,1.159687347324146,1.1101693700455606,1.1167614562435588,1.1384957788265442,1.1491685184550102,1.166717641634462,1.1723418342915566,1.1735789474458191,1.179360423964436,1.1804128258780766,1.154090081252745,1.1547625713119865,1.19240055703847,1.2035641817899045,1.206251935414216,1.2351222534165236,1.2604197620472535,1.2619040853854455,1.260093513671155,1.2379018034346494,1.2483836207739247,1.22371291657133,1.2874163160447145,1.2955549661744739,1.2845680304897784,1.2868925096516086,1.2464441143102283,1.2694748259909991,1.269566407680561,1.2703118362628354,1.2652149059265043,1.2511692519832773,1.2576429750511824,1.2657186194874162,1.2707172197075283,1.2536436138376639,1.2536870431147566,1.2809949785769525,1.2824209570545837,1.2932199320932665,1.2564788349119846,1.266257610810657,1.2646072368749859,1.279048928855865,1.26151530889762,1.271275157122666,1.2769806140528548,1.2791101250749373,1.2730866515004777,1.2513374883805326,1.2575493063747434,1.2578791631668496,1.189471570612992,1.1698826949688665,1.179362204665019,1.178737537926936,1.1787272457790863,1.1798775055973891,1.2572424032253788,1.2559496091042786,1.2525831881964202,1.2473223189903653,1.3592708651107022,1.3427795351318599,1.3487912976063403,1.3431630090889553,1.3368336409136814,1.3321816239948936,1.3307869076550192,1.297842496906446,1.2803172318116054,1.302251421978894,1.2719276033545037,1.2890938001965981,1.2971653097954585,1.2952806783554303
1.0707943398898332,1.0510483788971847,0.9835571000192367,0.9832601559537527,0.9999896418526326,0.9885254913079229,1.0245917102113207,1.031544028389747,1.0005971183574032,1.0003415313166573,0.9947335410113815,1.0389646786574274,1.043498109319261,1.0367017289139617,1.040591164486485,1.0196472067966462,1.050887961803187,1.0504971131944263,1.0561553141245845,1.0459210023061232,1.1196181955811038,1.1203994710687237,1.1036976992851273,1.1368720589759922,1.136876247943632,1.1754127732754962,1.1974293330007297,1.1966667527395454,1.1965900642404472,1.1970218820999348,1.197155548370685,1.1974274801616225,1.155736108639935,1.154919723276953,1.151688417523161,1.1534402103607817,1.153543887037902,1.1583204137401677,1.1838538888223846,1.1816694098366625,1.1302181381264333,1.1446119111758293,1.142700480996062,1.1403101795091963,1.1370896873150382,1.137820801490658,1.1359200773401636,1.1637075571465323,1.1289625079518544,1.1312571290570466,1.1317659580381134,1.1225270985353255,1.1239002150741728,1.1228675547200864,1.1268286363998763,1.128932795356835,1.1299356932504774,1.1260017947475225,1.1283467930605404,1.11043091332619,1.104594472577897,1.102837436599002,1.0859773747736474,1.1202621654631177,1.1200123883321569,1.1238590780215638,1.122661632485942,1.1228266438051353,1.1332395166826355,1.1330427319491876,1.1316304366384633,1.1076491542038458,1.1167059695066213,1.1067744982911127,1.1823159073792586,1.1741404401948794,1.1643493780192629,1.1925762700581308,1.1925422580440266,1.1817148908530368,1.1847954561398404,1.1869201924594657,1.1851559192087229,1.18816420724511,1.1533678016787658,1.1298322592644552,1.1524356088610839,1.1427552765540094,1.133245032243035,1.134746723686007,1.1297194355032258,1.1461742218786095,1.1293194171206455,1.130693557125753,1.139167316625859,1.1349225595925105,1.157384855362438,1.157396721996547
1.0177510263686609,0.9976367781321787,0.9556057571858881,0.952761592591368,0.978484371680216,0.9804750269171552,0.9954217933493495,1.0059355688922087,0.9755366787070127,0.9774156777447449,0.9751040133560382,0.9784095101904524,0.9767829841462253,0.9719747619864733,0.9769863220199592,0.9550470956864563,0.9463756501060049,0.9456005384140919,0.9464672512793915,0.947953155039133,1.069756091224035,1.0699156641328966,1.0658444927623112,1.035371094090915,1.0603114635769608,1.08620317183975,1.0943915374578592,1.1055928409307316,1.1002581421592261,1.0951659660655302,1.1022673710562634,1.1023478645647542,1.0940101849241841,1.0919129539525843,1.060589723849031,1.066917642425074,1.040991166867435,1.0370288019930216,1.0820265064904047,1.0815107648400728,1.09666983755695,1.1020404751442443,1.1167466946828628,1.1110507069868591,1.078606128699604,1.0850279370470335,1.0697862491811536,1.0776965355581578,1.051136265112796,1.0744772551004058,1.067941954842766,1.0720018609208617,1.0747707182957413,1.0797187990220014,1.0795285267012853,1.1031130719214994,1.111986508663218,1.0828476014604702,1.0762201830619305,1.0774040562952893,1.087321009331835,1.0858577279423431,1.0696523705917453,1.060444676895454,1.0533086144940127,1.0385587142434776,1.0352314656300012,1.0369457240734148,1.0506847314083323,1.0639396694715175,1.079857683229918,1.0951215461818506,1.0924798373945959,1.0972905909013986,1.1069606233337235,1.0929832294733162,1.1629554402574183,1.1716997816085535,1.1715600345588255,1.2337421364743628,1.240433610821941,1.2411174705309531,1.2557692358159558,1.2474728266482664,1.2600828818556937,1.2642941192451511,1.2642853181116174,1.2134102175168828,1.213759179717146,1.201164926949883,1.2303445952838457,1.195710791490168,1.2174126530820584,1.2255559871274364,1.231093009124087,1.2298957736642466,1.2303339398307291,1.2406297628910916
1.1183677454075844,1.086645161835422,1.034718433160132,1.0367653717190795,1.0666412558555145,1.0564944746156646,1.0642913244150685,1.0693824211444674,1.0568607012614102,1.0503663939911867,1.0614716544961555,1.0620236127623695,1.0656002514520153,1.0592445762769234,1.0634160600567983,1.043528154326636,1.007351317029331,1.0100511189498063,1.0101903485807178,1.0156592613238826,1.1110949433194546,1.1175655801966233,1.1197257040055926,1.1016863648726205,1.1018738126821774,1.1768884350672337,1.1700642880723517,1.2002068628669285,1.1925672325504482,1.1899408006877055,1.180295608336842,1.187061490723399,1.1746514596103252,1.1623735082509257,1.1829887968579864,1.1832933158822334,1.183584609266526,1.1828420141706633,1.119788228606476,1.1242348525327797,1.0960512970528504,1.0803026867996355,1.0878240067595941,1.0826703017068835,1.0723876284121427,1.0621439789631077,1.0534372176026614,1.0719990959545767,1.0409322721496725,1.046201220190407,1.0544480349604965,1.0537222068867678,1.0472366518874978,1.0458960529120989,1.0619746608047627,1.0697573422078643,1.0659877217100255,1.0626143562768495,1.0612692556550003,1.036497839904678,1.0298120457490914,1.0250974175566323,1.0276028891480382,1.023201165503927,1.0307150225094328,1.0361270904381616,1.029049834578338,1.0332493000499312,1.0410038547027578,1.0494482924376134,1.051486906871638,1.1210507979715076,1.1117178598750608,1.0975080251379592,1.0980161758820146,1.134501527621182,1.1851218649688782,1.1929031442482159,1.1802464660096732,1.1501973393419136,1.1596316975956038,1.1420557152193778,1.1464352853534303,1.1715931453928845,1.1546563291341654,1.1559974852519788,1.1484144904342486,1.164504229208569,1.1648601695090046,1.217619540054066,1.2184215555448858,1.2492902421735685,1.2506951206818608,1.2422185576525953,1.2224469923913486,1.1786561236156452,1.1787960735437475,1.1766819981704983
1.1883430373491066,1.205771054554881,1.1316701648141037,1.1328858408712483,1.1432208834643256,1.1484963983530876,1.1815039362182516,1.1900414544526707,1.188711791351187,1.1889608936526053,1.200354641007198,1.2334264087454998,1.2344306998914465,1.2274350791229918,1.225324905847308,1.2163855010165046,1.2369693466621072,1.2476659308442506,1.2456002745161638,1.2459604550460686,1.3104469612998644,1.3107010572753799,1.306785305878753,1.2951531698028151,1.3002243032750815,1.335456064700836,1.3388123239762082,1.367522279349756,1.3622326095116577,1.3566008164080543,1.3560643017972607,1.3604674967961508,1.2930877465571866,1.2832181801104245,1.2693618966934646,1.271791263618572,1.2650800465632122,1.2759418394302497,1.3302594299480817,1.3339098360114778,1.2547327523061298,1.280225383589699,1.2779116638138404,1.2748226935059581,1.255053268057246,1.2542491067593862,1.275437969822246,1.3135032646493303,1.3125175016313766,1.3161229747550915,1.3151041082975772,1.3148394095530362,1.3171720168153256,1.310787947686017,1.3108263990518556,1.301957997025095,1.3070375273398736,1.2999551735773038,1.336970795098414,1.3270297659862724,1.3282172652355086,1.3262586174816064,1.328050626896217,1.3002306444291887,1.2764339237362237,1.2806133932189978,1.2744196037939113,1.2818339266700314,1.2717113778199558,1.272150002736435,1.272978243248113,1.2652162053879474,1.2568056568778203,1.2469921500318604,1.2723369151823112,1.2615584531959585,1.2995056349273704,1.3128030794442704,1.3192363970349592,1.3152737027713597,1.3314467968205057,1.3305393414437166,1.3039567953553124,1.3144196682415705,1.4105660072902761,1.4061853142880816,1.3855950761313898,1.3906974986988583,1.400187382870303,1.4050839141503315,1.4070234380801,1.4182208956600229,1.4525239803345529,1.4326107279740854,1.4009366807609847,1.354616820836769,1.3969681004882186,1.3969732056985802
1.123968194384074,1.1035148314351257,1.0328724930618867,1.031209672869812,1.0619303067244965,1.0583851628416694,1.0800071570862044,1.1096451153207045,1.1232399453313966,1.122380340795293,1.1253031373458207,1.152806986465719,1.1533009427032797,1.1506562761498749,1.1519012196152527,1.1123105396780164,1.1323460397498688,1.132580494931377,1.1332516459373718,1.1209842844548117,1.1678010591419992,1.1673564069783045,1.167471531026385,1.087739372459441,1.0929132939835535,1.093490510705262,1.0943136467096637,1.1202052362406894,1.1227774212427302,1.1228587738440081,1.1284223325938705,1.1288256560565573,1.072340501498817,1.035336642121014,1.0839303046988662,1.0842805648498655,1.0823420772615775,1.106417081717936,1.0842153341359964,1.0790717674177701,1.0586426516998966,1.0556626701082326,1.055710004406658,1.0516397288574675,1.0370218973206622,1.0338540563134948,0.9943332827989544,1.0193097928958132,0.9834995133291794,0.9826333428145819,0.9789049549101037,0.9601853750218217,0.96889687046448425,0.950802269044751,0.9605572839011222,0.9282395299740402,0.930216915027276,0.9344195774495034,0.931127357467815,0.910895693984389,0.9105112129274263,0.9083124113424583,0.9130281629847814,1.0069812482258043,0.9960484287855665,0.9983253247312024,0.9762381989953909,0.9750120898264469,0.9772613073158262,0.9742906441583112,0.9712849119689705,0.9716889134574194,0.9547867484238167,0.9772160376671972,0.9698315509699459,0.9595493493592462,0.9654141195413686,0.9639269099332939,0.9641480136054178,0.9831370731857757,0.9866688753394879,0.9842020649809913,1.0084190473210348,1.0069570266828236,1.078390914256193,1.035929565896861,1.0276602894530955,1.011763114037575,1.0289612339896073,0.9963407819407364,0.9920726008225623,0.9824922010039288,0.9318497687906308,0.9312469490590899,0.9886931969127203,0.9789341438503526,0.9785701518341029,0.9746909486928242
1.099084688481911,1.0739773905472492,1.0197867610411515,1.0205197567813271,1.0265665587237798,1.0198625273679578,1.0385976971116135,1.047457762380463,1.0353962041718514,1.0357028495596978,1.0445771021123609,1.0514806285838136,1.04916825091848,1.0448856555182375,1.042972375143039,1.0187187161565403,1.0282682513577102,1.0334805734891157,1.0409860916814653,1.0388141267990822,1.1405756971102756,1.1450675777053556,1.1417458814608241,1.104356658815807,1.1091576872529083,1.0668818083249076,1.0580160493422688,1.0791203518562864,1.0781827176844725,1.0790881036951496,1.0926478222828757,1.0963030414296682,1.0971052594998532,1.079900154673877,1.1107357462525866,1.1100431385318017,1.110448318153216,1.0835627653707927,1.1084844110077583,1.1079991493470267,1.1221298279761658,1.145687923461675,1.1352748186720418,1.1246082795909134,1.1865055868346488,1.187676800393994,1.2193251287379978,1.2449406437812345,1.238777257524783,1.263790424535924,1.2625671221120418,1.2492464119557563,1.2602891786822197,1.2643229272555097,1.2723357800462136,1.2745663050258214,1.2822128268032995,1.2779177304756046,1.2779548427928613,1.2681042305182604,1.2649659916990532,1.270787128803806,1.3117780240962136,1.2977326991037546,1.309726188942258,1.3020986139331634,1.2801555889852025,1.281502707889663,1.2779688550320953,1.2833547798414942,1.279023075208718,1.265824940429811,1.266580158838179,1.26168930595092,1.2655945324659632,1.268370792264073,1.3599063460103846,1.3599656565695786,1.3660909999827988,1.3415961034335429,1.3449506855136806,1.3455803298852191,1.341271463135484,1.341690733275045,1.3386174011060974,1.3221990719201768,1.354166490349779,1.3736440428930794,1.3747050125349967,1.3469561815645188,1.3455377845376792,1.3283642205169048,1.3193492885372131,1.312483402901002,1.2625449471331383,1.2709746487679754,1.2889482221348478,1.299772309274143
